,Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,dt
417,494.0,GTCGitcoin,GTC,"$27,472,268.47",$1.9349,"14,198,202 GTC *","$17,012,253.31",0.54%,-0.61%,19.04%,20221030
418,172.0,CEEKCEEK VR,CEEK,"$123,868,363.85",$0.1537,"805,717,779 CEEK *","$12,907,767.43",0.99%,8.77%,18.35%,20221030
419,130.0,SUSHISushiSwap,SUSHI,"$215,959,898.54",$1.6972,"127,244,443 SUSHI *","$168,968,687.40",0.35%,-7.64%,18.01%,20221030
420,264.0,KRDKrypton DAO,KRD,"$80,190,352.23",$0.7827,"102,457,125 KRD","$12,623,870.02",0.08%,34.60%,146.02%,20221023
421,309.0,MLNEnzyme,MLN,"$66,186,270.50",$32.47,"2,038,518 MLN *","$41,846,298.64",8.86%,-9.17%,61.93%,20221023
422,546.0,DFdForce,DF,"$22,603,166.74",$0.05232,"432,032,332 DF *","$37,398,518.38",0.26%,-21.70%,51.83%,20221023
423,605.0,VIDTVIDT DAO,VIDT,"$18,269,950.38",$0.3696,"49,428,303 VIDT *","$10,797,034.60",-0.17%,5.34%,41.20%,20221023
424,147.0,MDXMdex,MDX,"$172,664,867.14",$0.1868,"924,226,977 MDX *","$43,693,443.79",5.89%,11.97%,38.17%,20221023
425,40.0,HTHuobi Token,HT,"$1,338,344,167.47",$8.7269,"153,357,694 HT *","$50,186,982.88",1.77%,-1.36%,27.56%,20221023
426,70.0,KLAYKlaytn,KLAY,"$548,467,356.49",$0.1779,"3,083,687,907 KLAY *","$219,903,237.65",-2.10%,25.60%,24.46%,20221023
427,494.0,GASGas,GAS,"$26,649,086.60",$2.6311,"10,128,375 GAS *","$195,438,309.65",0.08%,19.02%,24.03%,20221023
428,113.0,BALBalancer,BAL,"$281,957,012.86",$6.3067,"44,707,458 BAL *","$10,698,385.44",-0.34%,3.33%,22.52%,20221023
429,432.0,MOCMoss Coin,MOC,"$35,594,622.60",$0.09376,"379,623,956 MOC","$74,306,794.35",0.75%,-0.74%,20.69%,20221023
430,693.0,VIBViberate,VIB,"$12,469,693.35",$0.06246,"199,635,000 VIB *","$19,177,656.10",0.71%,4.97%,19.59%,20221023
431,138.0,OPOptimism,OP,"$195,299,998.08",$0.832,"234,748,364 OP","$115,560,377.90",-1.73%,11.21%,19.13%,20221023
432,381.0,YFIIDFI.Money,YFII,"$45,000,634.59","$1,165.94","38,596 YFII *","$22,961,990.93",-0.13%,0.48%,17.72%,20221023
433,45.0,AAVEAave,AAVE,"$1,252,507,023.53",$88.87,"14,093,193 AAVE *","$121,151,218.71",-0.22%,8.27%,17.13%,20221023
434,537.0,NULSNULS,NULS,"$23,244,471.45",$0.2333,"99,620,739 NULS","$76,758,820.98",-1.76%,14.25%,16.81%,20221023
435,145.0,NFTAPENFT,NFT,"$180,032,127.43",$0.00000065,"277,080,562,500,000 NFT *","$43,255,046.87",-0.67%,3.10%,14.94%,20221023
436,78.0,LDOLido DAO,LDO,"$480,941,025.15",$1.5368,"312,951,154 LDO *","$19,519,787.10",0.67%,1.61%,14.20%,20221023
437,408.0,SWEATSweat Economy,SWEAT,"$39,547,972.98",$0.0193,"2,049,222,600 SWEAT *","$10,086,062.15",-0.57%,15.81%,12.87%,20221023
438,11.0,MATICPolygon,MATIC,"$7,859,466,191.66",$0.8998,"8,734,317,475 MATIC *","$370,198,046.10",0.73%,8.10%,12.54%,20221023
439,77.0,CRVCurve DAO Token,CRV,"$487,845,514.85",$0.9177,"531,583,334 CRV *","$44,629,508.03",0.77%,4.70%,12.38%,20221023
440,257.0,PHAPhala Network,PHA,"$87,882,855.95",$0.2147,"409,250,000 PHA *","$447,635,249.28",-3.15%,-35.73%,152.38%,20221016
441,163.0,MDXMdex,MDX,"$124,909,843.97",$0.1352,"923,784,619 MDX *","$80,289,367.37",-0.65%,-7.88%,111.86%,20221016
442,497.0,CVPPowerPool,CVP,"$25,494,527.33",$0.6356,"40,108,386 CVP *","$382,490,820.68",-0.95%,104.40%,103.58%,20221016
443,47.0,HTHuobi Token,HT,"$1,049,196,734.70",$6.8415,"153,357,694 HT *","$45,011,417.23",0.45%,-6.26%,63.31%,20221016
444,382.0,LTOLTO Network,LTO,"$46,587,774.36",$0.1137,"409,913,318 LTO *","$285,835,523.61",-0.64%,-22.81%,49.95%,20221016
445,503.0,AIONAion,AION,"$27,582,043.23",$0.055,"501,505,081 AION","$110,424,416.64",12.55%,57.23%,49.05%,20221016
446,69.0,CSPRCasper,CSPR,"$506,942,744.06",$0.04862,"10,427,233,505 CSPR *","$96,974,542.55",-2.49%,23.62%,32.16%,20221016
447,370.0,MANCMancium,MANC,"$48,370,832.12",$4.8371,"10,000,000 MANC *","$12,128,042.39",-0.01%,1.00%,31.32%,20221016
448,153.0,REEFReef,REEF,"$144,795,398.80",$0.007136,"20,290,125,927 REEF *","$97,619,076.34",0.48%,14.18%,29.73%,20221016
449,302.0,AGIXSingularityNET,AGIX,"$65,554,428.75",$0.05873,"1,116,229,812 AGIX *","$21,181,434.01",-0.06%,-3.52%,26.64%,20221016
450,29.0,QNTQuant,QNT,"$2,333,569,924.75",$193.29,"12,072,738 QNT *","$110,659,135.51",1.25%,5.27%,23.93%,20221016
451,184.0,FXSFrax Share,FXS,"$97,542,122.22",$6.0176,"16,209,405 FXS *","$14,635,778.62",0.31%,0.25%,18.36%,20221016
452,395.0,CLVCLV,CLV,"$41,802,548.29",$0.09441,"442,756,349 CLV *","$70,613,789.97",0.33%,-20.24%,15.02%,20221016
453,99.0,ARArweave,AR,"$335,735,299.38",$10.05,"33,394,701 AR *","$13,589,585.00",-0.33%,3.42%,13.30%,20221016
454,328.0,PERPPerpetual Protocol,PERP,"$58,755,571.83",$0.6473,"90,775,000 PERP *","$140,326,438.94",1.76%,19.56%,13.08%,20221016
455,188.0,DYDXdYdX,DYDX,"$94,517,462.13",$1.4415,"65,569,295 DYDX *","$42,694,282.65",-0.41%,-0.20%,11.98%,20221016
456,320.0,ACHAlchemy Pay,ACH,"$62,740,001.87",$0.01235,"5,082,155,932 ACH","$19,156,668.36",-1.31%,2.15%,11.75%,20221016
457,168.0,REQRequest,REQ,"$115,863,042.85",$0.1159,"999,830,316 REQ *","$213,355,648.16",-0.97%,-17.28%,11.54%,20221016
458,700.0,FORForTube,FOR,"$12,799,175.92",$0.02001,"639,520,000 FOR *","$31,672,599.79",-1.13%,12.61%,9.81%,20221016
459,90.0,USTCTerraClassicUSD,USTC,"$369,546,471.93",$0.03767,"9,809,536,277 USTC *","$63,376,116.37",-0.72%,-9.95%,9.79%,20221016
460,430.0,MANCMancium,MANC,"$36,833,946.09",$3.6834,"10,000,000 MANC *","$11,773,613.55",-0.08%,0.13%,62.93%,20221009
461,141.0,SUSHISushiSwap,SUSHI,"$176,029,121.39",$1.3834,"127,244,443 SUSHI *","$54,942,546.04",0.99%,1.32%,33.71%,20221009
462,52.0,MKRMaker,MKR,"$965,221,227.60",$987.31,"977,631 MKR *","$61,924,845.58",11.29%,12.57%,30.67%,20221009
463,90.0,CSPRCasper,CSPR,"$383,011,181.92",$0.03679,"10,411,503,605 CSPR *","$17,573,013.46",0.65%,5.12%,27.81%,20221009
464,316.0,UTKUtrust,UTK,"$64,616,956.60",$0.1319,"490,000,000 UTK *","$46,859,045.40",-0.41%,12.43%,27.06%,20221009
465,96.0,ENSEthereum Name Service,ENS,"$365,582,864.09",$18.06,"20,244,862 ENS *","$62,361,382.77",2.95%,2.29%,26.96%,20221009
466,158.0,INJInjective,INJ,"$139,981,169.28",$1.9174,"73,005,554 INJ *","$14,879,513.82",0.46%,-3.58%,22.41%,20221009
467,185.0,PYRVulcan Forged PYR,PYR,"$101,452,949.92",$4.2453,"23,897,700 PYR *","$12,920,532.20",0.27%,-0.83%,22.40%,20221009
468,31.0,QNTQuant,QNT,"$1,883,015,716.95",$155.97,"12,072,738 QNT *","$125,293,132.62",0.30%,4.84%,20.51%,20221009
469,214.0,GMXGMX,GMX,"$361,339,653.69",$45.22,"7,990,696 GMX *","$38,948,654.85",-0.30%,1.86%,19.84%,20221009
470,6.0,XRPXRP,XRP,"$26,627,502,146.72",$0.5341,"49,858,575,704 XRP *","$1,789,206,998.45",-0.15%,3.28%,18.98%,20221009
471,330.0,AERGOAergo,AERGO,"$60,089,335.30",$0.1471,"408,500,000 AERGO *","$120,452,820.25",1.10%,7.79%,18.60%,20221009
472,40.0,EGLDElrond,EGLD,"$1,337,220,984.70",$56.81,"23,536,424 EGLD *","$48,769,681.55",1.01%,5.38%,17.99%,20221009
473,264.0,STRAXStratis,STRAX,"$83,401,655.95",$0.588,"141,828,075 STRAX *","$64,960,495.59",0.51%,-15.38%,17.04%,20221009
474,172.0,REEFReef,REEF,"$111,242,007.97",$0.005501,"20,222,897,953 REEF *","$43,775,399.41",-0.10%,2.25%,15.20%,20221009
475,118.0,POLYPolymath,POLY,"$243,108,927.21",$0.2628,"924,998,413 POLY *","$82,710,809.90",-1.06%,3.81%,14.03%,20221009
476,176.0,WINWINkLink,WIN,"$107,642,441.29",$0.0001119,"961,737,300,000 WIN *","$28,722,274.64",0.53%,2.11%,12.61%,20221009
477,146.0,WOOWOO Network,WOO,"$171,838,017.69",$0.1476,"1,164,234,163 WOO *","$11,582,345.12",0.55%,5.04%,11.48%,20221009
478,426.0,YFIIDFI.Money,YFII,"$38,322,011.56",$992.90,"38,596 YFII *","$23,020,080.91",0.69%,5.35%,11.14%,20221009
479,150.0,NFTAPENFT,NFT,"$155,846,335.05",$0.00000056,"277,080,562,500,000 NFT *","$31,590,630.66",-0.51%,2.28%,9.87%,20221009
480,325.0,ERNEthernity,ERN,"$58,137,679.89",$3.6556,"15,903,560 ERN *","$166,536,717.89",-0.10%,1.63%,149.99%,20221002
481,31.0,LUNCTerra Classic,LUNC,"$2,051,991,136.14",$0.0003336,"6,151,072,613,161 LUNC *","$1,078,911,486.90",-1.28%,0.14%,71.78%,20221002
482,309.0,SUNSun (New),SUN,"$62,809,885.08",$0.007148,"8,787,447,972 SUN *","$222,604,687.52",0.27%,37.78%,43.46%,20221002
483,498.0,LITLitentry,LIT,"$27,506,579.46",$0.7312,"37,619,383 LIT *","$96,542,448.40",-4.21%,22.03%,28.72%,20221002
484,81.0,RSRReserve Rights,RSR,"$411,118,262.46",$0.009719,"42,302,323,974 RSR *","$158,302,583.54",-0.64%,1.51%,23.27%,20221002
485,482.0,PHBPhoenix Global (new),PHB,"$28,954,705.86",$0.7797,"37,136,775 PHB","$14,536,702.84",-2.14%,6.23%,22.88%,20221002
486,308.0,TLMAlien Worlds,TLM,"$64,745,812.70",$0.02479,"2,611,487,653 TLM *","$53,706,410.21",-2.24%,2.79%,17.88%,20221002
487,641.0,DODODODO,DODO,"$15,863,181.89",$0.1435,"110,551,965 DODO *","$110,494,821.44",-3.14%,10.51%,17.42%,20221002
488,101.0,USTCTerraClassicUSD,USTC,"$314,696,579.27",$0.03206,"9,815,384,796 USTC *","$32,104,529.62",-0.81%,-0.80%,13.21%,20221002
489,102.0,LUNATerra,LUNA,"$315,174,184.02",$2.4724,"127,475,474 LUNA","$265,497,212.76",-0.63%,-0.33%,13.16%,20221002
490,469.0,BLZBluzelle,BLZ,"$30,761,138.77",$0.09021,"340,999,974 BLZ *","$16,348,841.10",-0.50%,4.64%,13.11%,20221002
491,724.0,ZBCZebec Protocol,ZBC,"$11,279,844.32",$0.0154,"732,333,103 ZBC *","$14,709,688.28",-2.19%,-2.31%,13.01%,20221002
492,459.0,LINALinear Finance,LINA,"$31,992,596.49",$0.007681,"4,164,976,908 LINA *","$25,300,728.08",-2.04%,4.84%,12.59%,20221002
493,36.0,QNTQuant,QNT,"$1,562,477,119.60",$129.42,"12,072,738 QNT *","$47,054,528.92",-1.15%,-5.39%,11.38%,20221002
494,17.0,UNIUniswap,UNI,"$4,766,835,265.09",$6.2540,"762,209,327 UNI *","$140,262,196.91",-0.82%,-2.41%,10.24%,20221002
495,378.0,BAKEBakeryToken,BAKE,"$48,077,776.71",$0.2484,"193,529,285 BAKE *","$29,417,317.49",-0.75%,5.30%,8.64%,20221002
496,137.0,MXCMXC,MXC,"$179,073,929.53",$0.06778,"2,642,132,371 MXC *","$11,387,902.20",-0.60%,-2.35%,8.14%,20221002
497,262.0,RLYRally,RLY,"$82,672,649.72",$0.02424,"3,410,826,170 RLY *","$15,935,476.33",-3.48%,17.27%,7.46%,20221002
498,492.0,BELBella Protocol,BEL,"$28,428,775.33",$0.5923,"48,000,000 BEL *","$16,625,446.75",0.47%,2.86%,6.97%,20221002
499,58.0,MKRMaker,MKR,"$738,657,038.57",$755.56,"977,631 MKR *","$35,251,210.96",-0.98%,3.30%,6.50%,20221002
500,260.0,SANTOSSantos FC Fan Token,SANTOS,"$84,728,012.61",$18.62,"4,550,000 SANTOS *","$280,847,649.31",0.65%,6.24%,50.91%,20220925
501,98.0,RSRReserve Rights,RSR,"$333,504,060.18",$0.007884,"42,302,323,974 RSR *","$99,881,671.55",-0.82%,-2.32%,48.65%,20220925
502,6.0,XRPXRP,XRP,"$24,556,855,663.57",$0.4926,"49,848,747,475 XRP *","$3,422,191,940.96",-0.29%,0.80%,37.48%,20220925
503,28.0,ALGOAlgorand,ALGO,"$2,695,321,921.78",$0.3889,"6,931,190,102 ALGO *","$275,777,345.61",0.71%,1.28%,32.94%,20220925
504,306.0,LAZIOS.S. Lazio Fan Token,LAZIO,"$66,750,582.70",$7.7617,"8,600,000 LAZIO *","$93,588,757.31",-2.95%,14.33%,28.21%,20220925
505,78.0,COMPCompound,COMP,"$447,349,191.03",$61.56,"7,267,152 COMP *","$54,065,642.52",-0.62%,1.20%,24.55%,20220925
506,748.0,BONEBone ShibaSwap,BONE,"$10,128,189.27",$1.4520,"6,975,300 BONE","$10,119,414.08",0.53%,-1.24%,24.23%,20220925
507,160.0,INJInjective,INJ,"$131,225,340.59",$1.7975,"73,005,554 INJ *","$60,605,805.73",-0.71%,9.28%,23.84%,20220925
508,173.0,PEOPLEConstitutionDAO,PEOPLE,"$115,109,691.25",$0.02275,"5,060,137,335 PEOPLE","$40,048,318.35",0.07%,-0.30%,18.96%,20220925
509,206.0,XCNChain,XCN,"$1,629,092,762.21",$0.07587,"21,472,783,889 XCN","$18,365,913.05",0.23%,-2.25%,18.83%,20220925
510,168.0,COTICOTI,COTI,"$118,731,713.53",$0.1071,"1,108,643,952 COTI *","$17,864,982.50",1.44%,0.95%,17.25%,20220925
511,360.0,PORTOFC Porto Fan Token,PORTO,"$50,839,833.19",$6.5179,"7,800,000 PORTO *","$88,285,364.61",-1.00%,8.80%,15.89%,20220925
512,133.0,VGXVoyager Token,VGX,"$194,450,722.82",$0.6983,"278,482,214 VGX *","$55,576,470.63",-0.04%,11.36%,14.32%,20220925
513,66.0,HNTHelium,HNT,"$574,057,957.98",$4.5232,"126,913,157 HNT","$15,460,730.56",0.96%,0.02%,13.97%,20220925
514,26.0,CROCronos,CRO,"$2,910,947,997.73",$0.1152,"25,263,013,692 CRO *","$30,921,109.43",-0.03%,-2.62%,12.84%,20220925
515,31.0,APEApeCoin,APE,"$1,754,159,129.39",$5.7162,"306,875,000 APE *","$244,172,178.21",0.93%,5.31%,12.63%,20220925
516,60.0,MKRMaker,MKR,"$693,599,950.91",$709.47,"977,631 MKR *","$33,949,739.42",1.05%,4.40%,12.35%,20220925
517,38.0,QNTQuant,QNT,"$1,402,793,481.30",$116.20,"12,072,738 QNT *","$36,817,906.79",-0.13%,1.14%,11.85%,20220925
518,37.0,CHZChiliz,CHZ,"$1,538,331,882.22",$0.2564,"6,000,386,953 CHZ *","$493,556,344.88",-0.24%,-3.22%,11.81%,20220925
519,387.0,BAKEBakeryToken,BAKE,"$44,255,250.10",$0.2287,"193,529,285 BAKE *","$13,720,200.14",-0.58%,0.72%,10.48%,20220925
520,508.0,VIBViberate,VIB,"$26,946,237.68",$0.135,"199,635,000 VIB *","$99,706,836.68",6.39%,-2.80%,318.36%,20220918
521,608.0,OAXOAX,OAX,"$18,508,368.27",$0.2402,"77,045,251 OAX *","$14,920,501.38",-8.08%,-7.76%,155.54%,20220918
522,712.0,QLCQLC Chain,QLC,"$11,941,712.13",$0.04976,"240,000,000 QLC","$13,230,899.57",4.04%,-4.19%,105.65%,20220918
523,377.0,PHBPhoenix Global (new),PHB,"$47,567,846.74",$1.2809,"37,136,775 PHB","$44,150,146.53",-2.98%,0.15%,50.17%,20220918
524,410.0,HARDKava Lend,HARD,"$38,763,060.81",$0.2876,"134,791,668 HARD *","$103,778,506.39",4.92%,44.38%,38.38%,20220918
525,436.0,NEBLNeblio,NEBL,"$36,851,856.72",$1.8855,"19,545,312 NEBL *","$18,254,847.44",14.36%,9.29%,33.47%,20220918
526,440.0,GODSGods Unchained,GODS,"$33,397,372.45",$0.4317,"77,356,229 GODS *","$38,203,924.77",-6.09%,37.16%,30.88%,20220918
527,183.0,REEFReef,REEF,"$100,730,329.06",$0.005025,"20,045,350,296 REEF *","$71,509,982.04",-0.65%,-9.95%,30.67%,20220918
528,735.0,UFTUniLend,UFT,"$10,557,383.11",$0.34,"31,052,564 UFT *","$30,679,626.59",1.35%,-16.13%,16.31%,20220918
529,37.0,CHZChiliz,CHZ,"$1,375,868,660.37",$0.2293,"6,000,386,953 CHZ *","$767,203,067.47",-0.86%,1.70%,10.23%,20220918
530,600.0,AKROAkropolis,AKRO,"$19,782,916.71",$0.003957,"5,000,000,000 AKRO *","$10,636,871.82",-0.80%,-8.84%,4.73%,20220918
531,576.0,DREPDrep [new],DREP,"$21,534,856.72",$0.5397,"39,900,000 DREP *","$12,606,696.76",1.19%,-5.37%,4.04%,20220918
532,279.0,QKCQuarkChain,QKC,"$76,900,083.09",$0.01202,"6,399,906,497 QKC *","$38,567,544.20",-2.77%,-13.63%,3.11%,20220918
533,7.0,XRPXRP,XRP,"$17,853,819,362.85",$0.3583,"49,826,021,773 XRP *","$2,485,765,138.05",-1.65%,-4.95%,0.90%,20220918
534,6.0,BUSDBinance USD,BUSD,"$20,527,981,756.14",$1.0005,"20,517,253,085 BUSD *","$7,971,539,238.24",0.04%,0.06%,0.07%,20220918
535,56.0,USDDUSDD,USDD,"$727,065,017.27",$0.9993,"727,543,408 USDD *","$59,472,427.64",0.02%,-0.05%,0.02%,20220918
536,4.0,USDCUSD Coin,USDC,"$50,190,456,315.35",$1.0001,"50,186,584,186 USDC *","$4,028,540,366.42",0.01%,0.00%,0.01%,20220918
537,3.0,USDTTether,USDT,"$67,925,116,253.37",$1.0000,"67,923,548,347 USDT *","$46,056,427,437.67",0.00%,-0.01%,-0.03%,20220918
538,45.0,TUSDTrueUSD,TUSD,"$1,075,184,204.73",$0.9996,"1,075,610,726 TUSD *","$120,435,902.15",-0.06%,-0.04%,-0.04%,20220918
539,12.0,DAIDai,DAI,"$6,880,542,889.86",$0.9994,"6,884,906,042 DAI *","$371,262,484.57",-0.03%,-0.08%,-0.08%,20220918
540,490.0,PHBPhoenix Global (new),PHB,"$31,676,107.80",$0.853,"37,136,775 PHB","$255,569,364.59",1.86%,87.43%,287.61%,20220911
541,58.0,LUNATerra,LUNA,"$731,245,897.79",$5.7364,"127,475,474 LUNA","$1,877,660,242.60",2.36%,-10.63%,216.61%,20220911
542,551.0,AMBAmbrosus,AMB,"$25,885,327.61",$0.02572,"1,006,276,207 AMB *","$78,294,929.24",-3.50%,20.89%,157.21%,20220911
543,251.0,AERGOAergo,AERGO,"$106,066,959.24",$0.2596,"408,500,000 AERGO *","$504,641,897.00",4.47%,49.12%,111.52%,20220911
544,175.0,LOOMLoom Network,LOOM,"$122,145,331.19",$0.09396,"1,300,000,000 LOOM *","$391,698,325.03",2.36%,88.99%,101.41%,20220911
545,355.0,ANCAnchor Protocol,ANC,"$56,799,108.55",$0.1621,"350,381,852 ANC *","$140,261,691.47",1.28%,-10.49%,83.36%,20220911
546,127.0,VGXVoyager Token,VGX,"$259,001,127.42",$0.93,"278,482,214 VGX *","$51,301,148.33",-0.09%,-3.81%,78.14%,20220911
547,80.0,USTCTerraClassicUSD,USTC,"$507,854,389.00",$0.05174,"9,815,511,262 USTC *","$127,270,646.06",-0.11%,-15.09%,71.77%,20220911
548,29.0,LUNCTerra Classic,LUNC,"$2,579,453,692.61",$0.0004193,"6,151,072,613,161 LUNC *","$984,659,429.54",0.34%,-4.29%,66.91%,20220911
549,592.0,MIRMirror Protocol,MIR,"$21,960,171.85",$0.2825,"77,742,680 MIR *","$59,928,010.24",0.87%,-8.44%,60.94%,20220911
550,502.0,APMapM Coin,APM,"$28,983,340.77",$0.08009,"361,875,000 APM *","$16,595,556.38",-2.08%,125.15%,52.34%,20220911
551,126.0,POLYPolymath,POLY,"$266,515,491.93",$0.2881,"924,998,413 POLY *","$99,387,038.61",-0.22%,3.15%,51.50%,20220911
552,75.0,RVNRavencoin,RVN,"$541,580,323.66",$0.05171,"10,473,290,000 RVN","$104,136,513.61",1.38%,-9.97%,49.71%,20220911
553,112.0,GLMGolem,GLM,"$333,054,042.38",$0.3331,"1,000,000,000 GLM *","$164,788,703.07",5.80%,18.39%,39.43%,20220911
554,271.0,SFUNDSeedify.fund,SFUND,"$94,345,724.52",$2.6424,"35,705,215 SFUND *","$11,005,371.69",-1.10%,-6.56%,31.06%,20220911
555,206.0,TONToncoin,TON,"$2,272,133,054.87",$1.8603,"1,221,401,181 TON *","$16,992,286.75",0.21%,-2.92%,26.45%,20220911
556,311.0,IQEveripedia,IQ,"$72,606,347.07",$0.006502,"11,166,619,627 IQ *","$134,589,335.39",0.70%,21.25%,24.97%,20220911
557,793.0,UFTUniLend,UFT,"$9,076,722.78",$0.2923,"31,052,564 UFT *","$40,183,942.48",3.15%,24.21%,23.42%,20220911
558,583.0,FIDABonfida,FIDA,"$23,181,684.01",$0.5183,"44,729,964 FIDA *","$49,882,682.68",0.49%,1.80%,22.55%,20220911
559,245.0,GALProject Galaxy,GAL,"$107,935,206.86",$3.0697,"35,161,333 GAL *","$108,829,659.83",1.74%,1.57%,21.76%,20220911
560,208.0,LUNCTerra Classic,LUNC,"$1,654,867,707.20",$0.0002512,"6,586,828,716,096 LUNC *","$399,768,933.63",1.60%,-3.72%,101.35%,20220904
561,647.0,CYCLUBCyclub,CYCLUB,"$17,523,934.53",$0.01333,"1,314,294,423 CYCLUB *","$44,090,169.50",-0.16%,-42.53%,85.88%,20220904
562,690.0,BONEBone ShibaSwap,BONE,"$13,966,203.85",$2.0022,"6,975,300 BONE","$16,116,470.79",0.24%,7.61%,84.83%,20220904
563,327.0,CONCONUN,CON,"$59,703,721.26",$0.02061,"2,897,405,859 CON","$34,550,316.71",3.24%,-2.40%,60.23%,20220904
564,321.0,LAZIOS.S. Lazio Fan Token,LAZIO,"$63,733,022.21",$7.4108,"8,600,000 LAZIO *","$19,215,129.81",0.59%,-2.38%,36.48%,20220904
565,66.0,LDOLido DAO,LDO,"$642,251,926.59",$2.0522,"312,951,154 LDO *","$49,452,323.69",1.79%,2.28%,28.51%,20220904
566,366.0,ALPINEAlpine F1 Team Fan Token,ALPINE,"$53,026,988.17",$4.6679,"11,360,000 ALPINE *","$27,220,590.70",1.27%,-3.03%,28.08%,20220904
567,92.0,RVNRavencoin,RVN,"$361,754,745.39",$0.03454,"10,473,290,000 RVN","$111,678,008.42",1.21%,19.67%,26.72%,20220904
568,360.0,PORTOFC Porto Fan Token,PORTO,"$54,653,136.71",$7.0068,"7,800,000 PORTO *","$24,023,316.48",0.73%,-4.52%,26.49%,20220904
569,106.0,BALBalancer,BAL,"$313,226,402.15",$7.1808,"43,620,029 BAL *","$11,718,942.75",1.09%,0.06%,25.74%,20220904
570,110.0,USTCTerraClassicUSD,USTC,"$295,666,289.64",$0.03012,"9,815,490,838 USTC *","$27,699,598.47",0.32%,-5.57%,24.33%,20220904
571,22.0,ATOMCosmos,ATOM,"$3,723,494,384.85",$13.00,"286,370,297 ATOM *","$255,140,543.29",1.31%,2.92%,23.70%,20220904
572,297.0,ANTAragon,ANT,"$73,965,242.74",$1.8674,"39,609,523 ANT *","$13,612,379.39",0.92%,1.34%,23.36%,20220904
573,437.0,WINGWing Finance,WING,"$36,578,538.96",$13.04,"2,805,883 WING *","$93,938,277.58",-1.57%,16.47%,22.76%,20220904
574,721.0,VRVictoria VR,VR,"$11,808,614.55",$0.01577,"748,788,381 VR *","$13,522,868.50",1.99%,18.08%,22.43%,20220904
575,112.0,ENSEthereum Name Service,ENS,"$277,904,425.61",$13.73,"20,244,862 ENS *","$40,481,682.30",1.80%,-2.18%,21.65%,20220904
576,210.0,BITBitDAO,BIT,"$1,312,519,694.42",$0.6369,"2,060,868,173 BIT *","$26,471,054.91",0.42%,1.78%,19.48%,20220904
577,472.0,CLVCLV,CLV,"$33,000,732.92",$0.1032,"319,624,603 CLV *","$46,519,266.34",1.72%,8.98%,19.44%,20220904
578,155.0,VGXVoyager Token,VGX,"$145,389,656.70",$0.5221,"278,482,214 VGX *","$11,396,819.11",-0.42%,-3.25%,18.85%,20220904
579,521.0,FIROFiro,FIRO,"$27,340,791.56",$2.3860,"11,458,694 FIRO","$12,094,978.13",-0.97%,5.08%,17.83%,20220904
580,664.0,SNMSONM (BEP-20),SNM,"$15,639,111.62",$0.3522,"44,400,000 SNM *","$14,936,506.30",0.86%,8.67%,205.22%,20220828
581,167.0,VGXVoyager Token,VGX,"$122,331,183.20",$0.4393,"278,482,214 VGX *","$38,662,404.11",-0.23%,-15.94%,58.41%,20220828
582,489.0,SOFIRAI Finance,SOFI,"$30,257,048.20",$0.1531,"197,613,825 SOFI","$10,509,106.92",3.82%,-12.09%,46.23%,20220828
583,211.0,LUNCTerra Classic,LUNC,"$821,510,104.29",$0.0001248,"6,583,834,759,293 LUNC *","$158,195,551.31",-1.99%,-7.20%,38.24%,20220828
584,443.0,BLZBluzelle,BLZ,"$34,993,627.79",$0.1039,"336,849,974 BLZ *","$12,700,847.18",-3.60%,-4.93%,29.79%,20220828
585,250.0,STGStargate Finance,STG,"$106,795,386.16",$0.8013,"133,272,369 STG *","$81,932,231.51",-0.68%,0.49%,24.89%,20220828
586,581.0,DEXEDeXe,DEXE,"$21,452,182.26",$3.8607,"5,556,560 DEXE *","$72,155,641.99",-3.74%,43.96%,21.60%,20220828
587,180.0,TRIBETribe,TRIBE,"$106,385,019.58",$0.2346,"453,448,622 TRIBE *","$13,085,016.99",-1.07%,-1.82%,19.10%,20220828
588,52.0,XECeCash,XEC,"$882,875,908.57",$0.00004609,"19,155,454,673,303 XEC","$416,345,040.29",-5.58%,24.66%,15.87%,20220828
589,111.0,FLUXFlux,FLUX,"$264,336,487.73",$1.0232,"258,342,586 FLUX","$49,514,666.22",-6.35%,3.82%,15.02%,20220828
590,41.0,CHZChiliz,CHZ,"$1,267,203,686.47",$0.2112,"6,000,386,953 CHZ *","$478,273,894.88",-4.85%,-4.12%,12.90%,20220828
591,654.0,ASTAirSwap,AST,"$15,777,307.39",$0.1052,"150,000,000 AST *","$11,658,673.74",0.04%,-19.02%,11.73%,20220828
592,313.0,LOOMLoom Network,LOOM,"$65,666,045.36",$0.05051,"1,300,000,000 LOOM *","$50,851,405.32",-1.61%,-6.76%,11.45%,20220828
593,210.0,BITBitDAO,BIT,"$1,098,515,769.85",$0.533,"2,060,868,173 BIT *","$56,318,252.10",-2.92%,-3.35%,11.43%,20220828
594,641.0,SUKUSuku,SUKU,"$16,353,037.38",$0.09166,"178,413,382 SUKU *","$14,016,883.18",4.56%,21.45%,11.33%,20220828
595,383.0,LAZIOS.S. Lazio Fan Token,LAZIO,"$46,698,294.97",$5.4300,"8,600,000 LAZIO *","$94,049,787.17",-3.63%,6.19%,9.60%,20220828
